"","conglome","vivienda","hogar","district","male","age","ccdd","ccpp","ccdi","hid","hhmem","lhhmem","kids","k_hhmem","infants","children","adults","ces","depprov","hconsump","hconsumplm","hhequiv","lhhequiv","lhhconsplm","CAST","QUE","AYM","near_x","near_y","cusco","pothuan_mita","border","d_bnd","bfe4_1","bfe4_2","bfe4_3","elv_sh","slope","near_dist","dpot","lat","lon","dbnd_sh","dbnd_sh2","dbnd_sh3","dbnd_sh4","x","y"
"13"," 172"," 48","11",30101,"male",55,3,1,1," 172 4811",4,1.3862943649292,0,0,0,0,4,4,301,2095,2208.0478515625,552.011962890625,6.31356954574585,7.69986391067505,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"14"," 168"," 88","11",30101,"female",70,3,1,1," 168 8811",3,1.0986123085022,2,0.666666686534882,0,2,1,2,301,1848,1947.71960449219,973.859802246094,6.88126754760742,7.57441473007202,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"15"," 173"," 45","11",30101,"male",20,3,1,1," 173 4511",2,0.6931471824646,0,0,0,0,2,2,301,1104,1163.57275390625,581.786376953125,6.36610317230225,7.05925035476685,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"16"," 170"," 43","11",30101,"male",31,3,1,1," 170 4311",5,1.60943794250488,3,0.600000023841858,1,2,2,3.40000009536743,301,2673,2817.2373046875,828.599182128906,6.71973657608032,7.94351196289062,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"17"," 173","  2","11",30101,"male",31,3,1,1," 173  211",4,1.3862943649292,2,0.5,0,2,2,3,301,2628,2769.80908203125,923.269714355469,6.82792139053345,7.92653369903564,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"18"," 173"," 14","11",30101,"female",44,3,1,1," 173 1411",4,1.3862943649292,1,0.25,0,1,3,3.5,301,3385,3567.65747070312,1019.33068847656,6.92690134048462,8.17966461181641,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"19"," 167"," 96","11",30101,"male",31,3,1,1," 167 9611",3,1.0986123085022,1,0.333333343267441,0,1,2,2.5,301,3124,3292.57348632812,1317.02941894531,7.18313407897949,8.09942436218262,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"20"," 168"," 51","11",30101,"male",52,3,1,1," 168 5111",4,1.3862943649292,0,0,0,0,4,4,301,2170,2287.09497070312,571.773742675781,6.3487434387207,7.7350378036499,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"21"," 175"," 68","11",30101,"male",58,3,1,1," 175 6811",3,1.0986123085022,0,0,0,0,3,3,301,2172,2289.20288085938,763.067626953125,6.63734674453735,7.73595905303955,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"22"," 174"," 47","11",30101,"male",45,3,1,1," 174 4711",3,1.0986123085022,1,0.333333343267441,0,1,2,2.5,301,2306,2430.43359375,972.173461914062,6.87953424453735,7.79582500457764,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"23"," 175"," 56","11",30101,"male",38,3,1,1," 175 5611",7,1.94591009616852,5,0.714285731315613,2,3,2,4.30000019073486,301,2695,2840.42431640625,660.563781738281,6.49309349060059,7.95170879364014,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"24"," 175"," 42","11",30101,"male",52,3,1,1," 175 4211",5,1.60943794250488,2,0.400000005960464,1,1,3,3.90000009536743,301,1177,1240.51184082031,318.079956054688,5.7623028755188,7.1232795715332,0,1,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"25"," 175","  4","11",30101,"male",16,3,1,1," 175  411",3,1.0986123085022,2,0.666666686534882,0,2,1,2,301,118,124.367378234863,62.1836891174316,4.13009262084961,4.82323980331421,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"26"," 174"," 59","11",30101,"male",57,3,1,1," 174 5911",6,1.7917594909668,1,0.16666667163372,0,1,5,5.5,301,5357,5646.06787109375,1026.55773925781,6.93396663665771,8.63871479034424,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"27"," 175"," 17","11",30101,"male",70,3,1,1," 175 1711",2,0.6931471824646,0,0,0,0,2,2,301,630,663.995300292969,331.997650146484,5.80512809753418,6.49827527999878,0,1,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"28"," 172"," 20","11",30101,"male",49,3,1,1," 172 2011",8,2.0794415473938,6,0.75,2,4,2,4.80000019073486,301,7709,8124.98388671875,1692.70495605469,7.43408298492432,9.00269889831543,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"29"," 174","  3","11",30101,"male",36,3,1,1," 174  311",5,1.60943794250488,3,0.600000023841858,0,3,2,3.5,301,4173,4398.1787109375,1256.62243652344,7.13618278503418,8.38894557952881,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"30"," 167"," 21","11",30101,"male",47,3,1,1," 167 2111",9,2.19722461700439,4,0.444444447755814,2,2,5,6.80000019073486,301,4449,4689.07177734375,689.5693359375,6.53606748580933,8.45298957824707,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
"31"," 169","123","11",30101,"male",50,3,1,1," 16912311",6,1.7917594909668,1,0.16666667163372,0,1,5,5.5,301,4368,4603.70068359375,837.036499023438,6.72986745834351,8.43461608886719,1,0,0,726782.375,8486169,0,0,1,6.0927472114563,0,0,1,3.31417,13.9305,1017481.6875,10.1748170852661,13.6338901519775,72.8813934326172,0.0609274730086327,0.00371215702034533,0.000226172342081554,1.37801089294953e-05,0.544830322265625,-0.768115997314453
